Record_ID,Task_ID,Device_ID,Server_ID,Task_Type,Device_Class,Mobility_Status,Data_Size_MB,Comp_Demand_Cycles,Bandwidth_Mbps,Latency_ms,CPU_Freq_GHz,Memory_MB,Task_Offloaded,Overload_Flag,Chaos_Flag,Energy_Consumption_J,Timestamp
181,158,168,3,Health_Monitor,Mid-End,Static,2.03,7884440000,43.57,15.41,4.13,20807,Yes,Yes,No,7.5,2024-06-08 07:45:38
182,105,20,10,Health_Monitor,Mid-End,Static,1.01,1345936785,43.74,34.97,4.91,8632,Yes,Yes,No,7.6,2024-05-31 09:39:20
183,742,109,10,Health_Monitor,Low-End,Static,4.66,7029695547,78.12,27.45,4.31,18386,Yes,Yes,No,15.51,2024-02-25 12:42:25
184,890,199,2,Video_Stream,Mid-End,Static,4.45,5914538892,36.56,40.46,3.3,22289,Yes,Yes,Yes,19.83,2024-02-09 08:53:38
185,1950,402,7,AR_VR_App,High-End,Slow,1.66,4557911122,20.54,19.07,4.14,13174,Yes,Yes,No,9.73,2024-04-26 10:22:33
186,289,233,1,Data_Upload,Mid-End,Slow,3.47,9321124715,33.18,27.75,3.76,31660,Yes,Yes,No,5.74,2024-03-03 15:57:13
187,632,172,1,Control_Command,Mid-End,Fast,4.18,8682536205,44.86,16.68,4.17,27042,Yes,Yes,No,15.25,2024-06-10 11:00:51
188,1718,184,10,AR_VR_App,Mid-End,Static,3.0,7747277643,14.7,47.05,4.99,16162,Yes,Yes,Yes,9.24,2024-06-27 23:48:37
189,1209,218,3,Data_Upload,Mid-End,Fast,2.88,6123456029,53.08,28.49,4.02,22090,Yes,Yes,No,3.9,2024-06-06 00:17:05
190,1241,17,1,AR_VR_App,Low-End,Slow,1.59,7571110457,76.6,12.81,2.55,13220,Yes,Yes,No,15.6,2024-07-11 20:11:32
191,1055,42,3,AR_VR_App,Mid-End,Static,0.92,8554701352,56.24,17.27,3.13,16587,Yes,Yes,No,9.64,2024-04-08 03:46:17
192,279,455,9,AR_VR_App,High-End,Static,4.54,6351201080,16.47,8.73,3.56,17679,Yes,Yes,No,12.85,2024-02-26 09:37:44
193,948,156,7,AR_VR_App,High-End,Static,4.55,7957738915,49.61,6.25,2.67,30475,Yes,Yes,No,14.61,2024-02-21 03:53:49
194,1499,21,9,Health_Monitor,Mid-End,Static,3.35,8146505999,73.8,28.67,3.66,22844,Yes,Yes,No,16.87,2024-06-12 05:39:34
195,225,421,7,AR_VR_App,Mid-End,Static,2.03,4429463879,15.23,20.17,3.63,30010,Yes,Yes,No,13.38,2024-04-01 10:15:30
196,1907,151,9,Data_Upload,Mid-End,Static,2.07,6508442142,15.39,48.37,4.69,12359,Yes,Yes,Yes,18.88,2024-06-25 07:40:07
197,1846,111,3,Data_Upload,Mid-End,Static,3.77,6677144687,43.35,12.71,3.22,15854,Yes,Yes,No,10.98,2024-04-19 07:24:45
198,1711,304,7,Control_Command,Mid-End,Slow,4.54,9912601811,27.55,40.73,3.52,30784,Yes,Yes,Yes,11.78,2024-07-16 23:05:30
199,1201,315,6,Video_Stream,Mid-End,Slow,4.49,7198549109,94.13,19.22,3.09,14661,Yes,Yes,No,7.82,2024-03-30 18:24:04
200,84,128,2,Data_Upload,Low-End,Static,4.01,7699496999,62.32,15.06,4.5,14406,Yes,Yes,No,4.81,2024-05-27 09:08:34
201,1592,368,6,Data_Upload,Low-End,Static,3.39,5068028581,35.86,48.63,4.48,4138,Yes,Yes,Yes,13.5,2024-02-05 03:21:37
202,92,458,3,Data_Upload,Low-End,Static,0.88,6969492637,73.43,41.12,4.86,22848,Yes,Yes,Yes,7.62,2024-07-03 15:25:18
203,8,494,2,Data_Upload,High-End,Static,1.23,1518975309,43.74,33.38,4.58,30758,Yes,Yes,No,15.0,2024-04-02 01:36:18
204,1686,52,5,Video_Stream,Mid-End,Static,4.54,6319435401,21.89,36.37,4.52,26401,Yes,Yes,No,13.36,2024-01-23 12:08:39
205,1598,273,5,Video_Stream,Low-End,Static,3.23,1586810651,31.35,49.61,3.09,11163,Yes,Yes,Yes,7.42,2024-02-25 23:11:47
206,1078,294,2,AR_VR_App,Mid-End,Slow,0.54,5847892835,67.85,31.69,4.21,11072,Yes,Yes,No,12.25,2024-03-30 05:52:58
207,1187,385,3,Data_Upload,Mid-End,Fast,0.96,7865634447,14.67,9.59,2.6,32537,Yes,Yes,No,19.8,2024-05-15 20:05:09
208,1655,75,8,Data_Upload,Mid-End,Static,3.49,2483413253,34.54,7.92,2.56,31267,Yes,Yes,No,17.94,2024-07-21 15:34:17
209,479,417,5,Control_Command,High-End,Static,0.52,885652606,28.75,35.0,3.26,4257,Yes,Yes,No,9.79,2024-06-14 00:21:07
210,108,351,8,Control_Command,Low-End,Static,1.22,9253500779,28.1,34.59,4.67,25019,Yes,Yes,No,14.53,2024-02-20 02:44:22
211,1880,300,10,Control_Command,High-End,Static,2.97,4622711233,71.45,38.67,3.19,31896,Yes,Yes,No,5.71,2024-07-17 05:25:36
212,1295,88,4,Control_Command,High-End,Static,3.61,1143685251,84.32,9.9,4.82,9751,Yes,Yes,No,2.68,2024-06-10 01:18:42
213,1650,20,4,AR_VR_App,Mid-End,Slow,3.43,7811450226,74.43,47.52,3.05,19427,Yes,Yes,Yes,17.19,2024-04-26 21:12:30
214,237,431,6,Health_Monitor,High-End,Static,1.51,3772577826,68.12,29.8,2.62,22123,Yes,Yes,No,9.75,2024-06-12 05:23:30
215,1285,69,10,Control_Command,Low-End,Static,3.7,1587917738,92.48,34.23,3.98,31750,Yes,Yes,No,5.68,2024-05-12 04:38:24
216,982,170,5,Control_Command,Mid-End,Static,1.57,182673678,15.26,6.57,4.54,19303,Yes,Yes,No,8.02,2024-02-02 11:13:24
217,529,154,5,Video_Stream,Mid-End,Fast,1.96,5007952980,25.07,48.24,3.93,26776,Yes,Yes,Yes,18.65,2024-04-25 01:27:09
218,1628,305,9,Data_Upload,High-End,Slow,3.86,1429472724,47.3,30.32,3.76,14686,Yes,Yes,No,18.12,2024-04-23 07:38:55
219,629,106,6,AR_VR_App,Low-End,Static,3.42,2235202022,43.52,30.35,3.6,11684,Yes,Yes,No,13.89,2024-07-15 09:05:06
220,1411,327,3,Data_Upload,Mid-End,Static,4.32,3576100980,47.62,47.46,4.29,30092,Yes,Yes,Yes,4.11,2024-07-11 03:44:33
221,1427,219,4,Health_Monitor,High-End,Static,3.46,6415912340,28.58,46.82,4.91,22483,Yes,Yes,Yes,15.06,2024-04-22 20:23:05
222,1382,274,9,AR_VR_App,Low-End,Static,3.06,5825359922,23.46,14.91,3.29,8990,Yes,Yes,No,18.08,2024-05-06 22:35:51
223,1243,358,6,Health_Monitor,Low-End,Slow,0.92,1817824248,55.83,46.9,3.36,12226,Yes,Yes,Yes,18.58,2024-03-02 08:37:09
224,1489,95,8,Data_Upload,Mid-End,Static,2.15,4262893349,93.52,38.15,2.67,8620,Yes,Yes,No,9.26,2024-03-04 06:26:46
225,992,265,7,Video_Stream,Mid-End,Slow,1.69,6093218890,45.28,5.85,2.91,12961,Yes,Yes,No,5.46,2024-05-07 00:54:08
226,1445,322,1,Control_Command,Low-End,Static,1.6,4575229226,13.9,15.79,3.82,20092,Yes,Yes,No,19.32,2024-03-08 12:05:40
227,1173,246,1,Data_Upload,High-End,Fast,4.88,5154132263,73.56,23.58,3.29,23026,Yes,Yes,No,16.68,2024-05-07 09:02:07
228,1381,316,10,AR_VR_App,Mid-End,Static,2.27,411051456,36.2,31.23,4.55,7941,Yes,Yes,No,10.07,2024-03-31 05:47:46
229,1075,108,7,Control_Command,Mid-End,Fast,4.51,6039050011,32.06,36.56,4.06,15799,Yes,Yes,No,13.56,2024-07-20 03:56:08
230,54,293,2,AR_VR_App,High-End,Slow,3.34,5070451990,39.18,14.46,4.33,10594,Yes,Yes,No,9.46,2024-04-29 01:24:35
231,1163,431,9,Health_Monitor,Mid-End,Static,4.08,9869917798,75.14,42.65,3.6,24825,Yes,Yes,Yes,10.5,2024-05-22 08:05:54
232,1985,237,10,AR_VR_App,Mid-End,Slow,2.76,6455569570,83.69,43.06,2.75,27505,Yes,Yes,Yes,8.24,2024-03-14 16:45:32
233,1694,29,9,Video_Stream,Mid-End,Static,3.1,5276602420,62.93,33.57,3.91,28839,Yes,Yes,No,3.47,2024-04-21 11:06:41
234,1882,482,2,Health_Monitor,Mid-End,Static,2.72,1358020605,39.02,46.45,3.15,14282,Yes,Yes,Yes,19.95,2024-03-21 08:06:59
235,749,63,9,Data_Upload,Low-End,Static,1.38,5881502684,37.94,41.58,3.81,29836,Yes,Yes,Yes,6.69,2024-01-29 07:01:53
236,1137,15,9,Control_Command,Mid-End,Slow,3.75,6011543555,21.19,14.97,2.78,29289,Yes,Yes,No,7.58,2024-05-04 11:57:05
237,427,238,10,Control_Command,High-End,Slow,1.76,1373976899,94.0,40.94,4.45,9661,Yes,Yes,Yes,8.19,2024-04-03 02:31:39
238,498,9,6,Video_Stream,Mid-End,Static,0.61,4392239695,67.43,47.89,3.5,31028,Yes,Yes,Yes,6.77,2024-04-03 12:47:05
239,1316,336,5,AR_VR_App,Low-End,Static,3.4,2979146957,12.43,11.19,4.16,8428,Yes,Yes,No,8.2,2024-07-05 18:32:48
240,346,322,10,Data_Upload,Mid-End,Static,1.3,7229500885,69.61,49.04,3.73,24247,Yes,Yes,Yes,12.42,2024-05-04 19:31:22
241,511,1,2,AR_VR_App,Mid-End,Slow,4.73,7545155191,50.24,6.12,3.67,26923,Yes,Yes,No,3.88,2024-04-16 01:00:17
242,441,121,6,AR_VR_App,Mid-End,Static,4.79,9308992547,97.53,28.5,3.45,6875,Yes,Yes,No,3.75,2024-02-21 09:30:37
243,1770,9,9,Video_Stream,Low-End,Slow,4.62,7072613690,83.72,39.83,3.71,9173,Yes,Yes,No,10.59,2024-03-08 21:08:19
244,1656,313,3,Health_Monitor,Low-End,Static,2.17,5056462391,25.42,40.57,4.03,5557,Yes,Yes,Yes,14.69,2024-03-30 01:23:34
245,1627,184,3,Health_Monitor,Mid-End,Static,0.57,9786913990,74.81,38.06,3.06,30896,Yes,Yes,No,6.3,2024-02-19 21:43:13
246,922,148,4,Video_Stream,High-End,Static,4.68,307326158,53.7,28.82,4.29,20004,Yes,Yes,No,11.6,2024-05-13 12:35:09
247,722,238,10,Video_Stream,Mid-End,Slow,2.43,104390741,26.83,34.29,3.71,9233,Yes,Yes,No,10.21,2024-04-12 15:53:19
248,1505,377,4,Video_Stream,High-End,Slow,4.85,6972729099,72.89,36.5,4.04,31489,Yes,Yes,No,10.41,2024-06-26 18:37:13
249,228,258,1,AR_VR_App,Mid-End,Static,4.84,9909964978,59.26,27.25,3.68,27063,Yes,Yes,No,14.78,2024-02-21 14:01:28
250,997,257,2,AR_VR_App,Mid-End,Fast,4.34,3881926310,12.73,31.81,2.91,31153,Yes,Yes,No,12.95,2024-06-18 06:55:14
251,610,330,6,Data_Upload,Mid-End,Static,1.83,1505529353,68.19,43.09,3.32,26464,Yes,Yes,Yes,10.72,2024-03-28 01:36:57
252,828,471,5,Video_Stream,Mid-End,Static,2.23,5639380809,67.15,19.08,3.35,18423,Yes,Yes,No,7.23,2024-07-22 15:52:34
253,1114,310,10,AR_VR_App,Low-End,Static,4.33,5552506605,22.97,28.54,3.51,21226,Yes,Yes,No,12.74,2024-01-23 18:55:46
254,790,19,4,Health_Monitor,Mid-End,Static,1.93,722138165,41.41,5.38,3.3,6340,Yes,Yes,No,4.9,2024-06-08 07:10:25
255,1560,18,10,Video_Stream,High-End,Slow,1.26,2597654373,62.73,35.93,4.19,21887,Yes,Yes,No,9.78,2024-04-25 15:42:11
256,396,280,9,Health_Monitor,Mid-End,Slow,3.01,822471916,22.49,13.79,4.99,7691,Yes,Yes,No,4.86,2024-02-09 12:01:19
257,1099,127,2,Control_Command,Low-End,Static,4.71,1923776958,86.75,26.65,4.27,29711,Yes,Yes,No,8.07,2024-06-30 11:25:45
258,828,308,8,Data_Upload,Mid-End,Slow,3.63,2079859876,12.47,14.46,4.9,10169,Yes,Yes,No,13.64,2024-07-10 04:32:14
259,1685,214,4,Control_Command,Mid-End,Static,3.07,4482979940,19.26,6.06,4.35,26333,Yes,Yes,No,16.27,2024-04-08 18:27:49
260,1360,276,9,Data_Upload,Low-End,Static,0.94,172186695,20.45,26.74,3.97,8465,Yes,Yes,No,6.62,2024-04-11 14:52:08
261,1188,395,4,Video_Stream,Low-End,Static,3.27,7384413698,57.53,24.12,4.26,11290,Yes,Yes,No,13.73,2024-04-15 14:39:03
262,1543,329,2,Data_Upload,Mid-End,Static,4.96,9459246055,65.81,24.13,4.54,28014,Yes,Yes,No,7.28,2024-07-19 10:45:52
263,957,207,6,AR_VR_App,Mid-End,Static,1.13,543493215,46.34,14.4,4.58,14071,Yes,Yes,No,9.77,2024-06-12 04:38:03
264,565,188,9,Health_Monitor,Mid-End,Static,2.83,8913650450,35.98,47.62,2.82,14554,Yes,Yes,Yes,18.5,2024-03-12 15:18:28
265,156,16,7,AR_VR_App,Low-End,Slow,4.45,6267751629,82.84,5.16,4.06,29194,Yes,Yes,No,4.27,2024-07-11 13:48:15
266,792,141,1,Video_Stream,Mid-End,Slow,3.83,7071364861,16.15,45.12,2.9,18380,Yes,Yes,Yes,19.72,2024-07-14 06:20:10
267,503,437,9,Control_Command,Mid-End,Slow,3.64,9584837373,35.23,38.16,4.33,18456,Yes,Yes,No,13.74,2024-06-28 20:43:13
268,1845,6,6,Health_Monitor,Mid-End,Fast,3.66,1503342197,13.52,12.74,2.51,29472,Yes,Yes,No,13.16,2024-04-09 14:47:05
269,781,281,9,Video_Stream,High-End,Static,2.12,9773700870,11.25,26.25,4.1,28887,Yes,Yes,No,6.25,2024-06-11 00:00:53
270,334,319,2,AR_VR_App,Low-End,Static,1.82,1881114870,41.8,49.5,2.62,5368,Yes,Yes,Yes,5.91,2024-04-09 10:26:46
271,491,175,7,AR_VR_App,High-End,Slow,4.14,9043591492,27.53,33.97,4.75,5548,Yes,Yes,No,18.65,2024-03-16 15:39:06
272,1631,15,8,Data_Upload,Mid-End,Static,4.15,6999976048,34.15,10.73,4.36,20288,Yes,Yes,No,5.3,2024-06-19 22:05:16
273,328,310,8,Data_Upload,Mid-End,Static,4.4,9135452279,83.89,25.59,4.8,32370,Yes,Yes,No,5.5,2024-07-08 11:43:57
274,1,466,5,Control_Command,Mid-End,Slow,4.61,7985171591,24.67,26.07,3.71,28312,Yes,Yes,No,14.76,2024-05-21 16:05:05
275,1384,427,7,Data_Upload,Mid-End,Static,2.8,7893449163,80.22,41.1,2.51,15857,Yes,Yes,Yes,14.83,2024-05-15 07:46:50
276,627,481,7,Data_Upload,Low-End,Slow,2.76,6686783756,70.75,46.23,4.84,17076,Yes,Yes,Yes,9.47,2024-06-01 17:13:41
277,1361,128,3,Data_Upload,Low-End,Static,4.09,5001270801,39.38,8.7,3.17,17868,Yes,Yes,No,18.38,2024-03-06 23:59:16
278,1577,14,2,Control_Command,Low-End,Slow,3.42,4504828210,59.19,19.13,3.34,17596,Yes,Yes,No,18.59,2024-02-13 10:19:56
279,187,249,5,Video_Stream,High-End,Slow,3.66,3153419522,50.0,18.43,3.88,14497,Yes,Yes,No,17.22,2024-06-02 23:02:40
280,269,34,4,Health_Monitor,High-End,Static,4.08,5699808986,21.56,49.82,3.04,7310,Yes,Yes,Yes,2.78,2024-06-29 12:12:13
281,1974,386,8,Video_Stream,Low-End,Static,4.51,2086694293,91.65,30.17,4.9,8645,Yes,Yes,No,7.79,2024-02-15 08:33:04
282,1455,20,5,Video_Stream,Mid-End,Static,2.02,1024365635,61.27,44.59,2.82,18257,Yes,Yes,Yes,7.58,2024-07-13 11:18:07
283,1563,250,9,Video_Stream,High-End,Static,2.19,8973097013,89.22,24.17,3.34,29033,Yes,Yes,No,3.65,2024-03-20 07:15:00
284,1997,362,7,AR_VR_App,High-End,Slow,0.92,2384164584,84.14,37.52,4.9,7835,Yes,Yes,No,18.13,2024-02-29 00:53:21
285,123,272,1,Health_Monitor,Mid-End,Static,3.1,8956762734,17.18,17.9,4.98,15850,Yes,Yes,No,19.87,2024-02-03 08:54:52
286,552,195,2,Health_Monitor,Mid-End,Slow,0.66,3886927085,28.65,46.03,4.1,9143,Yes,Yes,Yes,5.01,2024-05-23 22:15:20
287,1243,238,8,AR_VR_App,Mid-End,Slow,2.6,5112795568,23.07,25.48,4.46,16023,Yes,Yes,No,7.49,2024-02-10 16:34:52
288,1440,414,10,AR_VR_App,Low-End,Static,2.94,3451188302,84.77,41.17,3.94,20747,Yes,Yes,Yes,2.97,2024-05-08 22:55:44
289,1790,471,8,Data_Upload,Mid-End,Static,1.79,1484257092,87.62,16.51,3.66,14487,Yes,Yes,No,4.52,2024-06-18 07:04:45
290,1210,103,2,AR_VR_App,Mid-End,Static,3.16,8437640475,57.52,36.21,3.36,13952,Yes,Yes,No,11.24,2024-07-19 13:58:48
291,588,307,7,Control_Command,Mid-End,Slow,0.64,8656118042,19.38,23.23,3.09,18279,Yes,Yes,No,8.94,2024-05-28 14:33:03
292,1963,243,8,AR_VR_App,Low-End,Static,0.67,4779855299,22.21,6.41,3.17,32240,Yes,Yes,No,9.92,2024-03-25 05:22:22
293,1588,215,4,Data_Upload,Mid-End,Static,4.2,9233514836,83.22,23.59,3.72,6137,Yes,Yes,No,14.16,2024-07-08 00:12:06
294,1229,243,3,AR_VR_App,High-End,Static,2.12,8109065570,93.63,29.75,4.86,26267,Yes,Yes,No,4.21,2024-02-19 15:28:44
295,336,387,10,Control_Command,Mid-End,Slow,1.07,3826130205,27.95,11.83,4.68,15495,Yes,Yes,No,17.34,2024-03-19 06:24:13
296,1826,77,9,AR_VR_App,Mid-End,Static,2.85,285232421,11.0,13.28,3.32,11856,Yes,Yes,No,17.65,2024-07-19 18:51:29
297,390,384,2,Video_Stream,Mid-End,Static,3.96,2565098299,39.79,25.92,4.88,21448,Yes,Yes,No,5.35,2024-05-20 01:49:42
298,304,435,3,Health_Monitor,Mid-End,Fast,1.47,8060638823,12.74,20.42,2.89,19571,Yes,Yes,No,13.61,2024-06-13 09:04:22
299,914,121,8,Control_Command,Mid-End,Slow,3.3,113633512,84.52,24.83,3.86,13242,Yes,Yes,No,14.58,2024-02-23 16:37:09
300,849,302,2,Control_Command,Low-End,Static,0.88,2643149942,54.24,25.74,4.22,8306,Yes,Yes,No,5.54,2024-02-26 16:55:01
301,1703,40,5,Control_Command,Mid-End,Slow,0.73,3619802683,67.77,11.3,4.85,21869,Yes,Yes,No,9.06,2024-07-11 19:20:16
302,1536,29,10,Video_Stream,Low-End,Slow,2.89,7939610507,47.03,13.15,3.09,29002,Yes,Yes,No,14.61,2024-06-14 21:40:47
303,1998,407,8,Video_Stream,High-End,Slow,2.93,8975165167,41.1,43.17,3.27,19560,Yes,Yes,Yes,14.28,2024-04-13 16:06:48
304,1799,232,7,Health_Monitor,Mid-End,Slow,3.37,1477392953,30.0,12.32,2.79,16929,Yes,Yes,No,17.18,2024-06-27 18:22:42
305,1798,145,4,Data_Upload,Mid-End,Static,3.77,5302338130,79.35,34.97,3.34,16531,Yes,Yes,No,4.82,2024-05-11 19:56:50
306,972,249,10,Health_Monitor,Low-End,Static,4.89,1740606518,72.6,23.83,4.59,29330,Yes,Yes,No,8.15,2024-05-16 05:47:41
307,226,469,9,Control_Command,Mid-End,Static,2.82,4941684566,42.47,48.57,3.54,5743,Yes,Yes,Yes,15.67,2024-05-23 16:23:11
308,1845,93,2,Control_Command,Low-End,Static,1.95,9003689571,38.9,7.97,4.97,25205,Yes,Yes,No,6.85,2024-03-29 09:00:06
309,513,485,7,Control_Command,High-End,Fast,4.08,4480967712,10.11,42.37,3.49,30433,Yes,Yes,Yes,11.9,2024-07-04 10:05:47
310,1010,325,7,Health_Monitor,Mid-End,Static,1.72,9507624542,15.72,27.12,4.29,25658,Yes,Yes,No,4.9,2024-06-04 17:38:37
311,29,85,7,Data_Upload,Low-End,Static,2.48,8436300446,66.09,5.24,3.5,5320,Yes,Yes,No,5.25,2024-07-01 08:42:38
312,604,322,7,Data_Upload,Low-End,Fast,0.85,6633284821,56.31,16.86,3.1,25426,Yes,Yes,No,6.98,2024-04-02 16:00:54
313,965,246,5,Health_Monitor,Mid-End,Static,0.61,4383058216,49.13,23.35,2.95,17061,Yes,Yes,No,7.64,2024-02-11 10:24:10
314,981,407,1,Control_Command,Mid-End,Slow,4.83,2354070771,84.48,19.14,2.93,6040,Yes,Yes,No,3.23,2024-03-23 09:53:34
315,615,75,4,Health_Monitor,Mid-End,Static,4.26,2436189118,55.35,21.31,4.11,27291,Yes,Yes,No,17.48,2024-04-17 11:38:24
316,1007,463,5,Health_Monitor,Mid-End,Slow,3.63,5869947609,44.6,46.25,2.68,6112,Yes,Yes,Yes,3.27,2024-06-09 02:56:01
317,1536,151,10,AR_VR_App,Mid-End,Slow,2.34,6370012666,24.51,21.24,4.1,25898,Yes,Yes,No,15.85,2024-02-27 05:29:29
318,1013,135,4,AR_VR_App,Mid-End,Static,1.28,5219566433,83.86,23.85,3.54,12813,Yes,Yes,No,7.52,2024-03-22 13:56:45
319,1659,427,7,Video_Stream,Low-End,Slow,1.2,1266275895,61.86,39.25,4.16,14873,Yes,Yes,No,9.47,2024-07-18 05:33:48
320,1638,190,2,Video_Stream,Low-End,Static,1.63,6324523818,18.32,40.72,2.56,24286,Yes,Yes,Yes,12.61,2024-07-21 07:47:23
321,1378,34,2,Health_Monitor,Low-End,Static,2.97,8072087019,68.4,8.78,2.84,18104,Yes,Yes,No,6.43,2024-02-08 15:06:17
322,725,358,2,AR_VR_App,Low-End,Slow,3.72,1727137451,48.26,36.68,4.68,13436,Yes,Yes,No,3.84,2024-05-06 12:02:49
323,472,105,10,Control_Command,High-End,Slow,3.47,142351489,83.02,26.72,5.0,13274,Yes,Yes,No,19.25,2024-06-09 16:57:49
324,689,369,3,Video_Stream,Mid-End,Fast,1.76,3011423539,92.7,11.02,4.61,6297,Yes,Yes,No,16.99,2024-05-08 02:16:01
325,315,51,5,Control_Command,Mid-End,Static,4.8,2149386788,64.04,16.91,2.81,18317,Yes,Yes,No,15.79,2024-03-15 15:17:49
326,909,172,10,Control_Command,Low-End,Static,3.82,5086655531,75.85,7.03,3.0,20673,Yes,Yes,No,11.85,2024-05-01 21:15:56
327,557,70,9,Video_Stream,Mid-End,Slow,2.99,1478776948,15.09,21.21,2.94,32325,Yes,Yes,No,13.66,2024-07-19 00:42:40
328,942,208,3,Health_Monitor,Mid-End,Static,3.25,5361120354,60.42,16.49,4.67,12351,Yes,Yes,No,17.63,2024-06-18 13:50:57
329,1914,439,6,AR_VR_App,Low-End,Static,2.39,6813438787,77.98,22.19,4.57,18329,Yes,Yes,No,9.31,2024-05-24 00:12:52
330,279,322,6,Video_Stream,Low-End,Static,1.61,2228395464,54.71,31.12,3.53,11937,Yes,Yes,No,4.33,2024-04-22 10:52:19
331,1312,96,6,Data_Upload,Mid-End,Static,2.1,4471733516,63.42,37.96,2.81,24374,Yes,Yes,No,17.22,2024-05-01 15:15:21
332,840,58,5,Data_Upload,Low-End,Static,3.91,4638511929,90.91,32.24,4.72,18835,Yes,Yes,No,3.6,2024-06-08 19:53:02
333,367,120,2,Control_Command,Mid-End,Static,0.56,1004656361,27.83,35.53,3.96,20584,Yes,Yes,No,18.58,2024-06-25 08:01:46
334,331,171,1,Data_Upload,High-End,Slow,1.02,8470229128,18.84,43.95,4.94,19687,Yes,Yes,Yes,15.13,2024-05-26 07:59:20
335,397,111,5,Control_Command,Mid-End,Static,0.71,5836104640,72.16,44.32,3.21,23221,Yes,Yes,Yes,10.3,2024-04-01 15:52:05
336,1845,61,8,AR_VR_App,Mid-End,Static,0.68,1496814385,84.06,43.73,2.59,32163,Yes,Yes,Yes,13.27,2024-05-26 01:03:24
337,788,256,10,Video_Stream,High-End,Fast,4.35,6187462954,86.54,11.89,4.96,17026,Yes,Yes,No,11.86,2024-05-01 12:14:17
338,385,422,5,Video_Stream,Mid-End,Slow,3.67,4235462238,67.75,16.3,3.38,11192,Yes,Yes,No,9.53,2024-07-12 14:43:14
339,1849,156,3,AR_VR_App,Low-End,Static,2.63,4498778165,84.99,27.6,3.62,28450,Yes,Yes,No,4.75,2024-03-05 17:01:01
340,1602,185,3,Control_Command,Low-End,Static,0.94,3926201518,73.06,21.14,2.72,7267,Yes,Yes,No,16.65,2024-02-24 22:39:20
341,1535,41,2,Health_Monitor,Low-End,Static,2.71,9791188242,17.86,10.93,3.98,13210,Yes,Yes,No,12.79,2024-06-07 00:58:54
342,1931,201,7,Data_Upload,Mid-End,Static,2.63,2651732260,78.58,17.95,3.15,11635,Yes,Yes,No,14.79,2024-05-02 21:33:00
343,558,473,2,AR_VR_App,Low-End,Static,1.28,2237068962,26.14,48.89,4.2,24668,Yes,Yes,Yes,6.15,2024-06-15 00:59:12
344,1054,50,6,Data_Upload,Mid-End,Static,2.45,9161448793,31.29,20.61,4.4,27615,Yes,Yes,No,6.02,2024-02-13 23:24:06
345,1221,90,8,Health_Monitor,Mid-End,Static,2.29,5697931280,45.52,23.85,3.22,27475,Yes,Yes,No,17.18,2024-05-11 04:56:26
346,263,237,8,Control_Command,High-End,Static,3.27,4633675893,38.31,5.29,3.6,16184,Yes,Yes,No,12.08,2024-05-20 06:36:59
347,408,346,2,Data_Upload,Mid-End,Static,3.36,6882244151,38.95,37.37,3.36,22002,Yes,Yes,No,10.43,2024-02-04 09:28:19
348,1119,445,6,Control_Command,High-End,Static,0.7,7046212270,25.23,23.61,4.95,12361,Yes,Yes,No,4.13,2024-04-29 11:55:06
349,944,325,3,Health_Monitor,Mid-End,Static,2.19,1407249679,36.45,9.64,4.62,12241,Yes,Yes,No,9.96,2024-03-17 16:33:18
350,990,447,9,Control_Command,Low-End,Static,3.32,3031285249,11.77,48.59,3.55,16758,Yes,Yes,Yes,14.81,2024-04-15 12:17:16
351,1067,377,3,Health_Monitor,High-End,Slow,2.76,4103349173,52.56,39.98,3.78,16160,Yes,Yes,No,4.31,2024-04-29 10:07:51
352,1786,337,1,Video_Stream,Mid-End,Static,4.35,3384012451,79.17,37.68,4.96,11993,Yes,Yes,No,3.01,2024-05-09 09:11:05
353,847,282,9,Data_Upload,Low-End,Static,3.46,9411073322,87.6,48.1,3.18,23270,Yes,Yes,Yes,12.18,2024-02-12 17:07:24
354,1060,154,8,Data_Upload,Mid-End,Slow,1.23,1901909041,83.84,23.34,4.71,29798,Yes,Yes,No,8.03,2024-01-27 19:38:22
355,1482,363,2,Health_Monitor,High-End,Static,0.82,2183296768,47.48,37.33,4.85,15864,Yes,Yes,No,18.35,2024-02-05 12:44:30
356,1153,457,10,Health_Monitor,High-End,Static,3.39,7347766293,75.74,14.28,3.65,7553,Yes,Yes,No,12.87,2024-03-20 23:40:15
357,1543,407,10,AR_VR_App,Mid-End,Static,0.62,2119873611,35.91,36.37,3.12,27349,Yes,Yes,No,7.76,2024-02-09 23:43:46
358,1068,180,3,Health_Monitor,Low-End,Static,3.14,8619679802,15.0,5.63,2.89,9881,Yes,Yes,No,7.99,2024-02-02 01:07:47
359,1085,88,7,Health_Monitor,Low-End,Slow,4.73,1785537786,70.84,10.68,2.68,26518,Yes,Yes,No,4.76,2024-03-26 07:15:30
360,1562,105,6,Control_Command,High-End,Static,3.09,5951014310,68.39,24.14,2.95,4593,Yes,Yes,No,10.16,2024-01-28 22:37:19
361,1387,73,8,Control_Command,Mid-End,Slow,2.25,2677042542,82.15,5.54,3.34,19483,Yes,Yes,No,3.7,2024-03-02 08:41:06
362,875,458,10,Data_Upload,Mid-End,Static,3.39,5574572311,65.45,25.79,4.43,16770,Yes,Yes,No,10.21,2024-02-24 17:14:30
